finish,start,qual_speed,car_num,driver,car_name,model,status,laps,led,winnings,year
4,8,232.182,7,Felix Rosenqvist,Vuse Arrow McLaren SP Chevrolet,Dallara/Chevrolet,175.357,200,0,570500,2022
5,20,230.812,27,Alexander Rossi,NAPA AUTO PARTS / AutoNation Honda,Dallara/Honda,175.342,200,0,548000,2022
6,18,230.999,20,Conor Daly,BitNile Chevrolet,Dallara/Chevrolet,175.341,200,7,527100,2022
7,27,229.63,6,Helio Castroneves,AutoNation/SiriusXM Honda,Dallara/Honda,175.315,200,0,205300,2022
8,16,231.275,60,Simon Pagenaud,AutoNation/SiriusXM Honda,Dallara/Honda,175.306,200,0,507000,2022
9,2,233.499,10,Alex Palou,NTT DATA Chip Ganassi Racing Honda,Dallara/Honda,175.287,200,47,569600,2022
10,15,231.508,23,Santino Ferrucci,Palermo's Screamin Sicilian DRR Chevrolet,Dallara/Chevrolet,175.26,200,0,134500,2022
11,30,228.622,6,Juan Pablo Montoya,Arrow McLaren SP Chevrolet,Dallara/Chevrolet,175.229,200,0,127000,2022
12,17,231.112,17,JR Hildebrand,Homes For Our Troops / ABC Supply Chevrolet,Dallara/Chevrolet,175.229,200,0,175300,2022
13,14,231.58,2,Josef Newgarden,Shell Team Penske Chevrolet,Dallara/Chevrolet,175.226,200,0,530000,2022
14,21,230.766,15,Graham Rahal,United Rentals Honda,Dallara/Honda,175.215,200,0,483000,2022
15,11,231.534,12,Will Power,Verizon Team Penske Chevrolet,Dallara/Chevrolet,175.2,200,0,474300,2022
16,13,231.607,18,David Malukas,HMD Honda,Dallara/Honda,175.195,200,0,463000,2022
17,28,229.406,14,Kyle Kirkwood,ROKiT / AJ FOYT RACING Chevrolet,Dallara/Chevrolet,175.179,200,0,463000,2022
18,31,227.053,30,Christian Lundgaard,PeopleReady Honda,Dallara/Honda,175.149,200,0,463000,2022
19,4,233.08,33,Ed Carpenter,Alzamend Neuro Chevrolet,Dallara/Chevrolet,175.162,200,0,117000,2022
20,24,230.326,29,Devlin DeFrancesco,PowerTap Honda,Dallara/Honda,175.158,200,0,463000,2022
21,1,234.048,9,Scott Dixon,PNC Bank Chip Ganassi Racing Honda,Dallara/Honda,175.118,200,95,707000,2022
22,23,230.345,98,Marco Andretti,KULR Technology / Curb Honda,Dallara/Honda,174.998,200,3,114400,2022
23,22,230.464,24,Sage Karam,AES Indiana DRR Chevrolet,Dallara/Chevrolet,Contact,199,0,104500,2022
24,32,226.851,45,Jack Harvey,Hy-Vee Honda,Dallara/Honda,174.247,199,0,158800,2022
25,10,231.67,51,Takuma Sato,Nurtec ODT Honda,Dallara/Honda,174.175,199,0,462000,2022
26,33,0.0,25,Stefan Wilson,DragonSpeed / Cusick Motorsports Chevrolet,Dallara/Chevrolet,173.344,198,0,102000,2022
27,29,228.916,4,Dalton Kellett,K-LINE / AJ FOYT RACING Chevrolet,Dallara/Chevrolet,173.359,198,0,462000,2022
28,12,231.264,48,Jimmie Johnson,Carvana Chip Ganassi Racing Honda,Dallara/Honda,Contact,193,2,207900,2022
29,26,230.154,3,Scott McLaughlin,Pennzoil Team Penske Chevrolet,Dallara/Chevrolet,Contact,150,0,462000,2022
30,25,230.235,26,Colton Herta,Gainbridge Honda,Dallara/Honda,Mechanical,129,0,469500,2022
31,9,231.999,28,Romain Grosjean,DHL Honda,Dallara/Honda,Contact,105,0,478500,2022
32,19,230.961,77,Callum Ilott,Juncos Hollinger Racing Chevrolet,Dallara/Chevrolet,Contact,68,0,463000,2022
33,3,233.385,21,Rinus VeeKay,Bitcoin Racing Team with BitNile Chevrolet,Dallara/Chevrolet,Contact,38,1,487800,2022
1,17,232.402,2,Josef Newgarden,Shell Powering Progress Team Penske,Dallara/Chevrolet,168.193,200,5,3666000,2023
2,10,232.889,8,Marcus Ericsson,Huski Ice Spritz,Dallara/Honda,168.192,200,30,1043000,2023
3,4,233.661,14,Santino Ferrucci,Homes For Our Troops,Dallara/Chevrolet,168.185,200,11,481800,2023
4,1,234.217,10,Alex Palou,The American Legion,Dallara/Honda,168.181,200,36,801500,2023
5,7,233.11,7,Alexander Rossi,Arrow McLaren,Dallara/Chevrolet,168.178,200,4,574000,2023
6,6,233.151,9,Scott Dixon,PNC Bank Chip Ganassi Racing,Dallara/Honda,168.171,200,0,582000,2023
7,8,233.098,11,Takuma Sato,Deloitte,Dallara/Honda,168.169,200,2,217300,2023
8,16,232.433,20,Conor Daly,Bitnile.com,Dallara/Honda,168.164,200,0,512000,2023
9,21,231.951,26,Colton Herta,Gainbridge,Dallara/Honda,168.159,200,1,506500,2023
10,2,234.211,21,Rinus VeeKay,Bitnile.com,Dallara/Chevrolet,168.142,200,24,556500,2023
11,18,232.133,23,Ryan Hunter-Reay,Dreyer & Reinbold Racing,Dallara/Chevrolet,168.14,200,8,145500,2023
12,27,231.182,77,Callum Ilott,Juncos Hollinger Racing,Dallara/Chevrolet,168.13,200,5,495500,2023
13,25,231.353,29,Devlin DeFrancesco,Sodexo,Dallara/Honda,168.119,200,0,482000,2023
14,14,232.677,3,Scott McLaughlin,Pennzoil Team Penske,Dallara/Chevrolet,168.115,200,0,485000,2023
15,20,231.954,6,Helio Castroneves,AutoNation/SiriusXM,Dallara/Honda,168.108,200,1,481500,2023
16,9,233.076,66,Tony Kanaan,Arrow McLaren,Dallara/Chevrolet,168.104,200,0,105000,2023
17,24,231.682,98,Marco Andretti,KULR / Curb,Dallara/Honda,168.052,200,0,102000,2023
18,32,229.166,30,Jack Harvey,Kustom Entertainment,Dallara/Honda,167.221,199,0,472000,2023
19,30,229.649,45,Christian Lundgaard,Hy-Vee,Dallara/Honda,166.375,198,0,467500,2023
20,13,232.689,33,Ed Carpenter,Bitnile.com,Dallara/Chevrolet,Contact,197,0,102000,2023
21,11,232.671,55,Benjamin Pedersen,AJ FOYT RACING / SEXTON PROPERTIES,Dallara/Chevrolet,Contact,196,0,215300,2023
22,33,231.648,24,Graham Rahal,DRR Cusick CareKeepers,Dallara/Chevrolet,169.783,195,0,565500,2023
23,12,232.635,12,Will Power,Verizon Team Penske,Dallara/Chevrolet,163.803,195,1,488000,2023
24,5,233.158,5,Patricio O'Ward,Arrow McLaren,Dallara/Chevrolet,Contact,192,39,516500,2023
25,22,231.878,60,Simon Pagenaud,AutoNation/SiriusXM,Dallara/Honda,Contact,192,0,465500,2023
26,26,231.32,78,Agustin Canapino,Juncos Hollinger Racing,Dallara/Chevrolet,Contact,192,0,156300,2023
27,3,234.114,6,Felix Rosenqvist,Arrow McLaren,Dallara/Chevrolet,Contact,183,33,278300,2023
28,15,232.662,27,Kyle Kirkwood,AutoNation,Dallara/Honda,Contact,183,0,465500,2023
29,23,231.769,18,David Malukas,HMD Trucking,Dallara/Honda,Contact,160,0,462000,2023
30,19,231.997,28,Romain Grosjean,DHL,Dallara/Honda,Contact,149,0,462000,2023
31,31,229.549,51,Sting Ray Robb,biohaven,Dallara/Honda,Contact,90,0,463000,2023
32,28,231.129,50,RC Enerson,Abel Motorsports,Dallara/Chevrolet,Mechanical,75,0,103000,2023
33,29,231.07,44,Katherine Legge,Hendrickson,Dallara/Honda,Contact,41,0,102000,2023
